Codigo Departamento,Codigo Municipio,Nombre Departamento,Nombre Municipio,Tipo: Municipio / Isla / Area no municipalizada
5,5093,ANTIOQUIA,BETULIA,Municipio
5,5101,ANTIOQUIA,CIUDAD BOLIVAR,Municipio
5,5107,ANTIOQUIA,BRICENO,Municipio
5,5113,ANTIOQUIA,BURITICA,Municipio
5,5120,ANTIOQUIA,CACERES,Municipio
5,5125,ANTIOQUIA,CAICEDO,Municipio
5,5129,ANTIOQUIA,CALDAS,Municipio
5,5134,ANTIOQUIA,CAMPAMENTO,Municipio
5,5138,ANTIOQUIA,CANASGORDAS,Municipio
5,5142,ANTIOQUIA,CARACOLI,Municipio
5,5145,ANTIOQUIA,CARAMANTA,Municipio
5,5147,ANTIOQUIA,CAREPA,Municipio
5,5148,ANTIOQUIA,EL CARMEN DE VIBORAL,Municipio
5,5150,ANTIOQUIA,CAROLINA,Municipio
5,5154,ANTIOQUIA,CAUCASIA,Municipio
5,5172,ANTIOQUIA,CHIGORODO,Municipio
5,5190,ANTIOQUIA,CISNEROS,Municipio
5,5197,ANTIOQUIA,COCORNA,Municipio
5,5206,ANTIOQUIA,CONCEPCION,Municipio
5,5209,ANTIOQUIA,CONCORDIA,Municipio
5,5212,ANTIOQUIA,COPACABANA,Municipio
5,5234,ANTIOQUIA,DABEIBA,Municipio
5,5237,ANTIOQUIA,DONMATIAS,Municipio
5,5240,ANTIOQUIA,EBEJICO,Municipio
5,5250,ANTIOQUIA,EL BAGRE,Municipio
5,5264,ANTIOQUIA,ENTRERRIOS,Municipio
5,5266,ANTIOQUIA,ENVIGADO,Municipio
5,5282,ANTIOQUIA,FREDONIA,Municipio
5,5284,ANTIOQUIA,FRONTINO,Municipio
5,5306,ANTIOQUIA,GIRALDO,Municipio
5,5308,ANTIOQUIA,GIRARDOTA,Municipio
5,5310,ANTIOQUIA,GOMEZ PLATA,Municipio
5,5313,ANTIOQUIA,GRANADA,Municipio
5,5315,ANTIOQUIA,GUADALUPE,Municipio
5,5318,ANTIOQUIA,GUARNE,Municipio
5,5321,ANTIOQUIA,GUATAPE,Municipio
5,5347,ANTIOQUIA,HELICONIA,Municipio
5,5353,ANTIOQUIA,HISPANIA,Municipio
5,5360,ANTIOQUIA,ITAGUI,Municipio
5,5361,ANTIOQUIA,ITUANGO,Municipio
5,5364,ANTIOQUIA,JARDIN,Municipio
5,5368,ANTIOQUIA,JERICO,Municipio
5,5376,ANTIOQUIA,LA CEJA,Municipio
5,5380,ANTIOQUIA,LA ESTRELLA,Municipio
5,5390,ANTIOQUIA,LA PINTADA,Municipio
5,5400,ANTIOQUIA,LA UNION,Municipio
5,5411,ANTIOQUIA,LIBORINA,Municipio
5,5425,ANTIOQUIA,MACEO,Municipio
5,5440,ANTIOQUIA,MARINILLA,Municipio
5,5467,ANTIOQUIA,MONTEBELLO,Municipio
5,5475,ANTIOQUIA,MURINDO,Municipio
5,5480,ANTIOQUIA,MUTATA,Municipio
5,5483,ANTIOQUIA,NARINO,Municipio
5,5490,ANTIOQUIA,NECOCLI,Municipio
5,5495,ANTIOQUIA,NECHI,Municipio
5,5501,ANTIOQUIA,OLAYA,Municipio
5,5541,ANTIOQUIA,PENOL,Municipio
5,5543,ANTIOQUIA,PEQUE,Municipio
5,5576,ANTIOQUIA,PUEBLORRICO,Municipio
5,5579,ANTIOQUIA,PUERTO BERRIO,Municipio
5,5585,ANTIOQUIA,PUERTO NARE,Municipio
5,5591,ANTIOQUIA,PUERTO TRIUNFO,Municipio
5,5604,ANTIOQUIA,REMEDIOS,Municipio
5,5607,ANTIOQUIA,RETIRO,Municipio
5,5615,ANTIOQUIA,RIONEGRO,Municipio
5,5628,ANTIOQUIA,SABANALARGA,Municipio
5,5631,ANTIOQUIA,SABANETA,Municipio
5,5642,ANTIOQUIA,SALGAR,Municipio
5,5647,ANTIOQUIA,SAN ANDRES DE CUERQUIA,Municipio
5,5649,ANTIOQUIA,SAN CARLOS,Municipio
5,5652,ANTIOQUIA,SAN FRANCISCO,Municipio
5,5656,ANTIOQUIA,SAN JERONIMO,Municipio
5,5658,ANTIOQUIA,SAN JOSE DE LA MONTANA,Municipio
5,5659,ANTIOQUIA,SAN JUAN DE URABA,Municipio
5,5660,ANTIOQUIA,SAN LUIS,Municipio
5,5664,ANTIOQUIA,SAN PEDRO DE LOS MILAGROS,Municipio
5,5665,ANTIOQUIA,SAN PEDRO DE URABA,Municipio
5,5667,ANTIOQUIA,SAN RAFAEL,Municipio
5,5670,ANTIOQUIA,SAN ROQUE,Municipio
5,5674,ANTIOQUIA,SAN VICENTE FERRER,Municipio
5,5679,ANTIOQUIA,SANTA BARBARA,Municipio
5,5686,ANTIOQUIA,SANTA ROSA DE OSOS,Municipio
5,5690,ANTIOQUIA,SANTO DOMINGO,Municipio
5,5697,ANTIOQUIA,EL SANTUARIO,Municipio
5,5736,ANTIOQUIA,SEGOVIA,Municipio
5,5756,ANTIOQUIA,SONSON,Municipio
5,5761,ANTIOQUIA,SOPETRAN,Municipio
5,5789,ANTIOQUIA,TAMESIS,Municipio
5,5790,ANTIOQUIA,TARAZA,Municipio
5,5792,ANTIOQUIA,TARSO,Municipio
5,5809,ANTIOQUIA,TITIRIBI,Municipio
5,5819,ANTIOQUIA,TOLEDO,Municipio
5,5837,ANTIOQUIA,TURBO,Municipio
5,5842,ANTIOQUIA,URAMITA,Municipio
5,5847,ANTIOQUIA,URRAO,Municipio
5,5854,ANTIOQUIA,VALDIVIA,Municipio
5,5856,ANTIOQUIA,VALPARAISO,Municipio
5,5858,ANTIOQUIA,VEGACHI,Municipio
5,5861,ANTIOQUIA,VENECIA,Municipio
5,5873,ANTIOQUIA,VIGIA DEL FUERTE,Municipio
5,5885,ANTIOQUIA,YALI,Municipio
5,5887,ANTIOQUIA,YARUMAL,Municipio
5,5890,ANTIOQUIA,YOLOMBO,Municipio
5,5893,ANTIOQUIA,YONDO,Municipio
5,5895,ANTIOQUIA,ZARAGOZA,Municipio
8,8001,ATLANTICO,BARRANQUILLA,Municipio
8,8078,ATLANTICO,BARANOA,Municipio
8,8137,ATLANTICO,CAMPO DE LA CRUZ,Municipio
8,8141,ATLANTICO,CANDELARIA,Municipio
8,8296,ATLANTICO,GALAPA,Municipio
8,8372,ATLANTICO,JUAN DE ACOSTA,Municipio
8,8421,ATLANTICO,LURUACO,Municipio
8,8433,ATLANTICO,MALAMBO,Municipio
8,8436,ATLANTICO,MANATI,Municipio
8,8520,ATLANTICO,PALMAR DE VARELA,Municipio
8,8549,ATLANTICO,PIOJO,Municipio
8,8558,ATLANTICO,POLONUEVO,Municipio
8,8560,ATLANTICO,PONEDERA,Municipio
8,8573,ATLANTICO,PUERTO COLOMBIA,Municipio
8,8606,ATLANTICO,REPELON,Municipio
8,8634,ATLANTICO,SABANAGRANDE,Municipio
8,8638,ATLANTICO,SABANALARGA,Municipio
8,8675,ATLANTICO,SANTA LUCIA,Municipio
8,8685,ATLANTICO,SANTO TOMAS,Municipio
8,8758,ATLANTICO,SOLEDAD,Municipio
8,8770,ATLANTICO,SUAN,Municipio
8,8832,ATLANTICO,TUBARA,Municipio
8,8849,ATLANTICO,USIACURI,Municipio
11,11001,BOGOTA. D.C.,BOGOTA. D.C.,Municipio
13,13001,BOLIVAR,CARTAGENA DE INDIAS,Municipio
13,13006,BOLIVAR,ACHI,Municipio
13,13030,BOLIVAR,ALTOS DEL ROSARIO,Municipio
13,13042,BOLIVAR,ARENAL,Municipio
13,13052,BOLIVAR,ARJONA,Municipio
13,13062,BOLIVAR,ARROYOHONDO,Municipio
13,13074,BOLIVAR,BARRANCO DE LOBA,Municipio
13,13140,BOLIVAR,CALAMAR,Municipio
13,13160,BOLIVAR,CANTAGALLO,Municipio
13,13188,BOLIVAR,CICUCO,Municipio
13,13212,BOLIVAR,CORDOBA,Municipio
13,13222,BOLIVAR,CLEMENCIA,Municipio
13,13244,BOLIVAR,EL CARMEN DE BOLIVAR,Municipio
13,13248,BOLIVAR,EL GUAMO,Municipio
13,13268,BOLIVAR,EL PENON,Municipio
13,13300,BOLIVAR,HATILLO DE LOBA,Municipio
13,13430,BOLIVAR,MAGANGUE,Municipio
13,13433,BOLIVAR,MAHATES,Municipio
13,13440,BOLIVAR,MARGARITA,Municipio
13,13442,BOLIVAR,MARIA LA BAJA,Municipio
13,13458,BOLIVAR,MONTECRISTO,Municipio
13,13468,BOLIVAR,SANTA CRUZ DE MOMPOX,Municipio
13,13473,BOLIVAR,MORALES,Municipio
13,13490,BOLIVAR,NOROSI,Municipio
13,13549,BOLIVAR,PINILLOS,Municipio
13,13580,BOLIVAR,REGIDOR,Municipio
13,13600,BOLIVAR,RIO VIEJO,Municipio
13,13620,BOLIVAR,SAN CRISTOBAL,Municipio
13,13647,BOLIVAR,SAN ESTANISLAO,Municipio
13,13650,BOLIVAR,SAN FERNANDO,Municipio
13,13654,BOLIVAR,SAN JACINTO,Municipio
13,13655,BOLIVAR,SAN JACINTO DEL CAUCA,Municipio
13,13657,BOLIVAR,SAN JUAN NEPOMUCENO,Municipio
13,13667,BOLIVAR,SAN MARTIN DE LOBA,Municipio
13,13670,BOLIVAR,SAN PABLO,Municipio
13,13673,BOLIVAR,SANTA CATALINA,Municipio
13,13683,BOLIVAR,SANTA ROSA,Municipio
13,13688,BOLIVAR,SANTA ROSA DEL SUR,Municipio
13,13744,BOLIVAR,SIMITI,Municipio
13,13760,BOLIVAR,SOPLAVIENTO,Municipio
13,13780,BOLIVAR,TALAIGUA NUEVO,Municipio
13,13810,BOLIVAR,TIQUISIO,Municipio
13,13836,BOLIVAR,TURBACO,Municipio
13,13838,BOLIVAR,TURBANA,Municipio
13,13873,BOLIVAR,VILLANUEVA,Municipio
13,13894,BOLIVAR,ZAMBRANO,Municipio
15,15022,BOYACA,ALMEIDA,Municipio
15,15047,BOYACA,AQUITANIA,Municipio
15,15051,BOYACA,ARCABUCO,Municipio
15,15087,BOYACA,BELEN,Municipio
15,15090,BOYACA,BERBEO,Municipio
15,15092,BOYACA,BETEITIVA,Municipio
15,15097,BOYACA,BOAVITA,Municipio
15,15104,BOYACA,BOYACA,Municipio
15,15106,BOYACA,BRICENO,Municipio
15,15109,BOYACA,BUENAVISTA,Municipio
15,15114,BOYACA,BUSBANZA,Municipio
15,15131,BOYACA,CALDAS,Municipio
15,15135,BOYACA,CAMPOHERMOSO,Municipio
15,15162,BOYACA,CERINZA,Municipio
15,15172,BOYACA,CHINAVITA,Municipio
15,15176,BOYACA,CHIQUINQUIRA,Municipio
15,15232,BOYACA,CHIQUIZA,Municipio
15,15180,BOYACA,CHISCAS,Municipio
15,15183,BOYACA,CHITA,Municipio
15,15185,BOYACA,CHITARAQUE,Municipio
15,15187,BOYACA,CHIVATA,Municipio
15,15236,BOYACA,CHIVOR,Municipio
15,15189,BOYACA,CIENEGA,Municipio
15,15204,BOYACA,COMBITA,Municipio
15,15212,BOYACA,COPER,Municipio
15,15215,BOYACA,CORRALES,Municipio
15,15218,BOYACA,COVARACHIA,Municipio
19,19318,CAUCA,GUAPI,Municipio
15,15223,BOYACA,CUBARA,Municipio
15,15224,BOYACA,CUCAITA,Municipio
15,15226,BOYACA,CUITIVA,Municipio
15,15238,BOYACA,DUITAMA,Municipio
15,15244,BOYACA,EL COCUY,Municipio
15,15248,BOYACA,EL ESPINO,Municipio
15,15272,BOYACA,FIRAVITOBA,Municipio
15,15276,BOYACA,FLORESTA,Municipio
15,15293,BOYACA,GACHANTIVA,Municipio
15,15296,BOYACA,GAMEZA,Municipio
15,15299,BOYACA,GARAGOA,Municipio
15,15317,BOYACA,GUACAMAYAS,Municipio
15,15322,BOYACA,GUATEQUE,Municipio
15,15325,BOYACA,GUAYATA,Municipio
15,15332,BOYACA,GUICAN DE LA SIERRA,Municipio
15,15362,BOYACA,IZA,Municipio
15,15367,BOYACA,JENESANO,Municipio
15,15368,BOYACA,JERICO,Municipio
15,15380,BOYACA,LA CAPILLA,Municipio
15,15403,BOYACA,LA UVITA,Municipio
15,15401,BOYACA,LA VICTORIA,Municipio
15,15377,BOYACA,LABRANZAGRANDE,Municipio
15,15425,BOYACA,MACANAL,Municipio
15,15442,BOYACA,MARIPI,Municipio
15,15455,BOYACA,MIRAFLORES,Municipio
15,15464,BOYACA,MONGUA,Municipio
15,15466,BOYACA,MONGUI,Municipio
15,15469,BOYACA,MONIQUIRA,Municipio
15,15476,BOYACA,MOTAVITA,Municipio
15,15480,BOYACA,MUZO,Municipio
15,15491,BOYACA,NOBSA,Municipio
15,15494,BOYACA,NUEVO COLON,Municipio
15,15500,BOYACA,OICATA,Municipio
15,15507,BOYACA,OTANCHE,Municipio
15,15511,BOYACA,PACHAVITA,Municipio
15,15514,BOYACA,PAEZ,Municipio
15,15516,BOYACA,PAIPA,Municipio
15,15518,BOYACA,PAJARITO,Municipio
15,15522,BOYACA,PANQUEBA,Municipio
15,15531,BOYACA,PAUNA,Municipio
15,15533,BOYACA,PAYA,Municipio
15,15537,BOYACA,PAZ DE RIO,Municipio
15,15542,BOYACA,PESCA,Municipio
15,15550,BOYACA,PISBA,Municipio
15,15572,BOYACA,PUERTO BOYACA,Municipio
15,15580,BOYACA,QUIPAMA,Municipio
15,15599,BOYACA,RAMIRIQUI,Municipio
15,15600,BOYACA,RAQUIRA,Municipio
15,15621,BOYACA,RONDON,Municipio
15,15632,BOYACA,SABOYA,Municipio
15,15638,BOYACA,SACHICA,Municipio
15,15646,BOYACA,SAMACA,Municipio
15,15660,BOYACA,SAN EDUARDO,Municipio
15,15664,BOYACA,SAN JOSE DE PARE,Municipio
15,15667,BOYACA,SAN LUIS DE GACENO,Municipio
15,15673,BOYACA,SAN MATEO,Municipio
15,15676,BOYACA,SAN MIGUEL DE SEMA,Municipio
15,15681,BOYACA,SAN PABLO DE BORBUR,Municipio
15,15690,BOYACA,SANTA MARIA,Municipio
15,15693,BOYACA,SANTA ROSA DE VITERBO,Municipio
15,15696,BOYACA,SANTA SOFIA,Municipio
15,15686,BOYACA,SANTANA,Municipio
15,15720,BOYACA,SATIVANORTE,Municipio
15,15723,BOYACA,SATIVASUR,Municipio
15,15740,BOYACA,SIACHOQUE,Municipio
15,15753,BOYACA,SOATA,Municipio
15,15757,BOYACA,SOCHA,Municipio
15,15755,BOYACA,SOCOTA,Municipio
15,15759,BOYACA,SOGAMOSO,Municipio
15,15761,BOYACA,SOMONDOCO,Municipio
15,15762,BOYACA,SORA,Municipio
15,15764,BOYACA,SORACA,Municipio
15,15763,BOYACA,SOTAQUIRA,Municipio
15,15774,BOYACA,SUSACON,Municipio
15,15776,BOYACA,SUTAMARCHAN,Municipio
15,15778,BOYACA,SUTATENZA,Municipio
15,15790,BOYACA,TASCO,Municipio
15,15798,BOYACA,TENZA,Municipio
15,15804,BOYACA,TIBANA,Municipio
15,15806,BOYACA,TIBASOSA,Municipio
15,15808,BOYACA,TINJACA,Municipio
15,15810,BOYACA,TIPACOQUE,Municipio
15,15814,BOYACA,TOCA,Municipio
15,15816,BOYACA,TOGUI,Municipio
15,15820,BOYACA,TOPAGA,Municipio
15,15822,BOYACA,TOTA,Municipio
15,15001,BOYACA,TUNJA,Municipio
15,15832,BOYACA,TUNUNGUA,Municipio
15,15835,BOYACA,TURMEQUE,Municipio
15,15837,BOYACA,TUTA,Municipio
15,15839,BOYACA,TUTAZA,Municipio
15,15842,BOYACA,UMBITA,Municipio
15,15861,BOYACA,VENTAQUEMADA,Municipio
15,15407,BOYACA,VILLA DE LEYVA,Municipio
15,15879,BOYACA,VIRACACHA,Municipio
15,15897,BOYACA,ZETAQUIRA,Municipio
17,17001,CALDAS,MANIZALES,Municipio
17,17013,CALDAS,AGUADAS,Municipio
17,17042,CALDAS,ANSERMA,Municipio
17,17050,CALDAS,ARANZAZU,Municipio
17,17088,CALDAS,BELALCAZAR,Municipio
17,17174,CALDAS,CHINCHINA,Municipio
17,17272,CALDAS,FILADELFIA,Municipio
17,17380,CALDAS,LA DORADA,Municipio
17,17388,CALDAS,LA MERCED,Municipio
17,17433,CALDAS,MANZANARES,Municipio
17,17442,CALDAS,MARMATO,Municipio
17,17444,CALDAS,MARQUETALIA,Municipio
17,17446,CALDAS,MARULANDA,Municipio
17,17486,CALDAS,NEIRA,Municipio
17,17495,CALDAS,NORCASIA,Municipio
17,17513,CALDAS,PACORA,Municipio
17,17524,CALDAS,PALESTINA,Municipio
17,17541,CALDAS,PENSILVANIA,Municipio
17,17614,CALDAS,RIOSUCIO,Municipio
17,17616,CALDAS,RISARALDA,Municipio
17,17653,CALDAS,SALAMINA,Municipio
17,17662,CALDAS,SAMANA,Municipio
17,17665,CALDAS,SAN JOSE,Municipio
17,17777,CALDAS,SUPIA,Municipio
17,17867,CALDAS,VICTORIA,Municipio
17,17873,CALDAS,VILLAMARIA,Municipio
17,17877,CALDAS,VITERBO,Municipio
18,18001,CAQUETA,FLORENCIA,Municipio
18,18029,CAQUETA,ALBANIA,Municipio
18,18094,CAQUETA,BELEN DE LOS ANDAQUIES,Municipio
18,18150,CAQUETA,CARTAGENA DEL CHAIRA,Municipio
18,18205,CAQUETA,CURILLO,Municipio
18,18247,CAQUETA,EL DONCELLO,Municipio
18,18256,CAQUETA,EL PAUJIL,Municipio
18,18410,CAQUETA,LA MONTANITA,Municipio
18,18460,CAQUETA,MILAN,Municipio
18,18479,CAQUETA,MORELIA,Municipio
18,18592,CAQUETA,PUERTO RICO,Municipio
18,18610,CAQUETA,SAN JOSE DEL FRAGUA,Municipio
18,18753,CAQUETA,SAN VICENTE DEL CAGUAN,Municipio
18,18756,CAQUETA,SOLANO,Municipio
18,18785,CAQUETA,SOLITA,Municipio
18,18860,CAQUETA,VALPARAISO,Municipio
19,19001,CAUCA,POPAYAN,Municipio
19,19022,CAUCA,ALMAGUER,Municipio
19,19050,CAUCA,ARGELIA,Municipio
19,19075,CAUCA,BALBOA,Municipio
19,19100,CAUCA,BOLIVAR,Municipio
19,19110,CAUCA,BUENOS AIRES,Municipio
19,19130,CAUCA,CAJIBIO,Municipio
19,19137,CAUCA,CALDONO,Municipio
19,19142,CAUCA,CALOTO,Municipio
19,19212,CAUCA,CORINTO,Municipio
19,19256,CAUCA,EL TAMBO,Municipio
19,19290,CAUCA,FLORENCIA,Municipio
19,19300,CAUCA,GUACHENE,Municipio
19,19355,CAUCA,INZA,Municipio
19,19364,CAUCA,JAMBALO,Municipio
19,19392,CAUCA,LA SIERRA,Municipio
19,19397,CAUCA,LA VEGA,Municipio
19,19418,CAUCA,LOPEZ DE MICAY,Municipio
19,19450,CAUCA,MERCADERES,Municipio
19,19455,CAUCA,MIRANDA,Municipio
19,19473,CAUCA,MORALES,Municipio
19,19513,CAUCA,PADILLA,Municipio
19,19517,CAUCA,PAEZ,Municipio
19,19532,CAUCA,PATIA,Municipio
19,19533,CAUCA,PIAMONTE,Municipio
19,19548,CAUCA,PIENDAMO - TUNIA,Municipio
19,19573,CAUCA,PUERTO TEJADA,Municipio
19,19585,CAUCA,PURACE,Municipio
19,19622,CAUCA,ROSAS,Municipio
19,19693,CAUCA,SAN SEBASTIAN,Municipio
19,19698,CAUCA,SANTANDER DE QUILICHAO,Municipio
19,19701,CAUCA,SANTA ROSA,Municipio
19,19743,CAUCA,SILVIA,Municipio
19,19760,CAUCA,SOTARA PAISPAMBA,Municipio
19,19780,CAUCA,SUAREZ,Municipio
19,19785,CAUCA,SUCRE,Municipio
19,19807,CAUCA,TIMBIO,Municipio
19,19809,CAUCA,TIMBIQUI,Municipio
19,19821,CAUCA,TORIBIO,Municipio
19,19824,CAUCA,TOTORO,Municipio
19,19845,CAUCA,VILLA RICA,Municipio
20,20001,CESAR,VALLEDUPAR,Municipio
20,20011,CESAR,AGUACHICA,Municipio
20,20013,CESAR,AGUSTIN CODAZZI,Municipio
20,20032,CESAR,ASTREA,Municipio
20,20045,CESAR,BECERRIL,Municipio
20,20060,CESAR,BOSCONIA,Municipio
20,20175,CESAR,CHIMICHAGUA,Municipio
20,20178,CESAR,CHIRIGUANA,Municipio
20,20228,CESAR,CURUMANI,Municipio
20,20238,CESAR,EL COPEY,Municipio
20,20250,CESAR,EL PASO,Municipio
20,20295,CESAR,GAMARRA,Municipio
20,20310,CESAR,GONZALEZ,Municipio
20,20383,CESAR,LA GLORIA,Municipio
20,20400,CESAR,LA JAGUA DE IBIRICO,Municipio
20,20443,CESAR,MANAURE BALCON DEL CESAR,Municipio
20,20517,CESAR,PAILITAS,Municipio
20,20550,CESAR,PELAYA,Municipio
20,20570,CESAR,PUEBLO BELLO,Municipio
20,20614,CESAR,RIO DE ORO,Municipio
20,20621,CESAR,LA PAZ,Municipio
20,20710,CESAR,SAN ALBERTO,Municipio
20,20750,CESAR,SAN DIEGO,Municipio
20,20770,CESAR,SAN MARTIN,Municipio
20,20787,CESAR,TAMALAMEQUE,Municipio
23,23001,CORDOBA,MONTERIA,Municipio
23,23068,CORDOBA,AYAPEL,Municipio
23,23079,CORDOBA,BUENAVISTA,Municipio
23,23090,CORDOBA,CANALETE,Municipio
23,23162,CORDOBA,CERETE,Municipio
23,23168,CORDOBA,CHIMA,Municipio
23,23182,CORDOBA,CHINU,Municipio
23,23189,CORDOBA,CIENAGA DE ORO,Municipio
23,23300,CORDOBA,COTORRA,Municipio
23,23350,CORDOBA,LA APARTADA,Municipio
23,23417,CORDOBA,LORICA,Municipio
23,23419,CORDOBA,LOS CORDOBAS,Municipio
23,23464,CORDOBA,MOMIL,Municipio
23,23466,CORDOBA,MONTELIBANO,Municipio
23,23500,CORDOBA,MONITOS,Municipio
23,23555,CORDOBA,PLANETA RICA,Municipio
23,23570,CORDOBA,PUEBLO NUEVO,Municipio
23,23574,CORDOBA,PUERTO ESCONDIDO,Municipio
23,23580,CORDOBA,PUERTO LIBERTADOR,Municipio
23,23586,CORDOBA,PURISIMA DE LA CONCEPCION,Municipio
23,23660,CORDOBA,SAHAGUN,Municipio
23,23670,CORDOBA,SAN ANDRES DE SOTAVENTO,Municipio
23,23672,CORDOBA,SAN ANTERO,Municipio
23,23675,CORDOBA,SAN BERNARDO DEL VIENTO,Municipio
23,23678,CORDOBA,SAN CARLOS,Municipio
23,23682,CORDOBA,SAN JOSE DE URE,Municipio
23,23686,CORDOBA,SAN PELAYO,Municipio
23,23807,CORDOBA,TIERRALTA,Municipio
23,23815,CORDOBA,TUCHIN,Municipio
23,23855,CORDOBA,VALENCIA,Municipio
25,25001,CUNDINAMARCA,AGUA DE DIOS,Municipio
25,25019,CUNDINAMARCA,ALBAN,Municipio
25,25035,CUNDINAMARCA,ANAPOIMA,Municipio
25,25040,CUNDINAMARCA,ANOLAIMA,Municipio
25,25053,CUNDINAMARCA,ARBELAEZ,Municipio
25,25086,CUNDINAMARCA,BELTRAN,Municipio
25,25095,CUNDINAMARCA,BITUIMA,Municipio
25,25099,CUNDINAMARCA,BOJACA,Municipio
25,25120,CUNDINAMARCA,CABRERA,Municipio
25,25123,CUNDINAMARCA,CACHIPAY,Municipio
25,25126,CUNDINAMARCA,CAJICA,Municipio
25,25148,CUNDINAMARCA,CAPARRAPI,Municipio
25,25151,CUNDINAMARCA,CAQUEZA,Municipio
25,25154,CUNDINAMARCA,CARMEN DE CARUPA,Municipio
25,25168,CUNDINAMARCA,CHAGUANI,Municipio
25,25175,CUNDINAMARCA,CHIA,Municipio
25,25178,CUNDINAMARCA,CHIPAQUE,Municipio
25,25181,CUNDINAMARCA,CHOACHI,Municipio
25,25183,CUNDINAMARCA,CHOCONTA,Municipio
25,25200,CUNDINAMARCA,COGUA,Municipio
25,25214,CUNDINAMARCA,COTA,Municipio
25,25224,CUNDINAMARCA,CUCUNUBA,Municipio
25,25245,CUNDINAMARCA,EL COLEGIO,Municipio
25,25258,CUNDINAMARCA,EL PENON,Municipio
25,25260,CUNDINAMARCA,EL ROSAL,Municipio
25,25269,CUNDINAMARCA,FACATATIVA,Municipio
25,25279,CUNDINAMARCA,FOMEQUE,Municipio
25,25281,CUNDINAMARCA,FOSCA,Municipio
25,25286,CUNDINAMARCA,FUNZA,Municipio
25,25288,CUNDINAMARCA,FUQUENE,Municipio
25,25290,CUNDINAMARCA,FUSAGASUGA,Municipio
25,25293,CUNDINAMARCA,GACHALA,Municipio
25,25295,CUNDINAMARCA,GACHANCIPA,Municipio
25,25297,CUNDINAMARCA,GACHETA,Municipio
25,25299,CUNDINAMARCA,GAMA,Municipio
25,25307,CUNDINAMARCA,GIRARDOT,Municipio
25,25312,CUNDINAMARCA,GRANADA,Municipio
25,25317,CUNDINAMARCA,GUACHETA,Municipio
25,25320,CUNDINAMARCA,GUADUAS,Municipio
25,25322,CUNDINAMARCA,GUASCA,Municipio
25,25324,CUNDINAMARCA,GUATAQUI,Municipio
25,25326,CUNDINAMARCA,GUATAVITA,Municipio
25,25328,CUNDINAMARCA,GUAYABAL DE SIQUIMA,Municipio
25,25335,CUNDINAMARCA,GUAYABETAL,Municipio
25,25339,CUNDINAMARCA,GUTIERREZ,Municipio
25,25368,CUNDINAMARCA,JERUSALEN,Municipio
25,25372,CUNDINAMARCA,JUNIN,Municipio
25,25377,CUNDINAMARCA,LA CALERA,Municipio
25,25386,CUNDINAMARCA,LA MESA,Municipio
25,25394,CUNDINAMARCA,LA PALMA,Municipio
25,25398,CUNDINAMARCA,LA PENA,Municipio
25,25402,CUNDINAMARCA,LA VEGA,Municipio
25,25407,CUNDINAMARCA,LENGUAZAQUE,Municipio
25,25426,CUNDINAMARCA,MACHETA,Municipio
25,25430,CUNDINAMARCA,MADRID,Municipio
25,25436,CUNDINAMARCA,MANTA,Municipio
25,25438,CUNDINAMARCA,MEDINA,Municipio
25,25473,CUNDINAMARCA,MOSQUERA,Municipio
25,25483,CUNDINAMARCA,NARINO,Municipio
25,25486,CUNDINAMARCA,NEMOCON,Municipio
25,25488,CUNDINAMARCA,NILO,Municipio
25,25489,CUNDINAMARCA,NIMAIMA,Municipio
25,25491,CUNDINAMARCA,NOCAIMA,Municipio
25,25506,CUNDINAMARCA,VENECIA,Municipio
25,25513,CUNDINAMARCA,PACHO,Municipio
25,25518,CUNDINAMARCA,PAIME,Municipio
25,25524,CUNDINAMARCA,PANDI,Municipio
25,25530,CUNDINAMARCA,PARATEBUENO,Municipio
25,25535,CUNDINAMARCA,PASCA,Municipio
25,25572,CUNDINAMARCA,PUERTO SALGAR,Municipio
25,25580,CUNDINAMARCA,PULI,Municipio
25,25592,CUNDINAMARCA,QUEBRADANEGRA,Municipio
25,25594,CUNDINAMARCA,QUETAME,Municipio
25,25596,CUNDINAMARCA,QUIPILE,Municipio
25,25599,CUNDINAMARCA,APULO,Municipio
25,25612,CUNDINAMARCA,RICAURTE,Municipio
25,25645,CUNDINAMARCA,SAN ANTONIO DEL TEQUENDAMA,Municipio
25,25649,CUNDINAMARCA,SAN BERNARDO,Municipio
25,25653,CUNDINAMARCA,SAN CAYETANO,Municipio
25,25658,CUNDINAMARCA,SAN FRANCISCO,Municipio
25,25662,CUNDINAMARCA,SAN JUAN DE RIOSECO,Municipio
25,25718,CUNDINAMARCA,SASAIMA,Municipio
25,25736,CUNDINAMARCA,SESQUILE,Municipio
25,25740,CUNDINAMARCA,SIBATE,Municipio
25,25743,CUNDINAMARCA,SILVANIA,Municipio
25,25745,CUNDINAMARCA,SIMIJACA,Municipio
25,25754,CUNDINAMARCA,SOACHA,Municipio
25,25758,CUNDINAMARCA,SOPO,Municipio
25,25769,CUNDINAMARCA,SUBACHOQUE,Municipio
25,25772,CUNDINAMARCA,SUESCA,Municipio
25,25777,CUNDINAMARCA,SUPATA,Municipio
25,25779,CUNDINAMARCA,SUSA,Municipio
25,25781,CUNDINAMARCA,SUTATAUSA,Municipio
25,25785,CUNDINAMARCA,TABIO,Municipio
